0.33, 1.00, 0.25, 0.22, 0.00, 2.00, 0.00
0.25, 1.00, 0.02, 0.40, 1.00, 2.00, 1.00
0.20, 0.93, 0.01, 0.55, 1.00, 3.00, 1.00
0.00, 0.87, 0.01, 0.37, 0.00, 4.00, 1.00
0.18, 0.80, 0.02, 0.46, 0.00, 5.00, 1.00
0.10, 0.73, 0.01, 0.51, 0.00, 6.00, 1.00
0.21, 0.67, 0.02, 0.40, 1.00, 7.00, 1.00
0.25, 0.60, 0.01, 0.45, 0.00, 8.00, 1.00
0.24, 0.53, 0.02, 0.45, 1.00, 9.00, 1.00
0.15, 0.47, 0.02, 0.50, 0.00, 10.00, 1.00
0.00, 0.40, 0.02, 0.61, 0.00, 11.00, 1.00
0.10, 0.33, 0.02, 0.48, 0.00, 12.00, 1.00
0.00, 0.27, 0.02, 0.43, 0.00, 13.00, 1.00
0.00, 0.20, 0.02, 0.68, 0.00, 14.00, 1.00
0.00, 0.13, 0.01, 0.80, 0.00, 15.00, 1.00
0.00, 0.07, 0.01, 0.69, 0.00, 16.00, 1.00
0.12, 0.00, 0.02, 0.37, 0.00, 17.00, 1.00
0.00, 0.07, 0.02, 0.64, 0.00, 18.00, 1.00
0.10, 0.13, 0.01, 0.61, 0.00, 19.00, 1.00
0.07, 0.20, 0.01, 0.70, 0.00, 20.00, 1.00
0.26, 0.27, 0.01, 0.51, 1.00, 21.00, 1.00
0.09, 0.33, 0.02, 0.57, 0.00, 22.00, 1.00
0.00, 0.40, 0.00, 0.64, 0.00, 23.00, 1.00
0.21, 0.47, 0.02, 0.44, 0.00, 24.00, 1.00
0.15, 0.53, 0.01, 0.54, 0.00, 25.00, 1.00
0.18, 0.60, 0.01, 0.60, 0.00, 26.00, 1.00
0.00, 0.67, 0.00, 0.76, 0.00, 27.00, 1.00
0.09, 0.73, 0.02, 0.56, 0.00, 28.00, 1.00
0.29, 0.80, 0.01, 0.42, 1.00, 29.00, 1.00
0.10, 0.87, 0.01, 0.62, 0.00, 30.00, 1.00
0.09, 0.93, 0.02, 0.52, 0.00, 31.00, 1.00
0.00, 1.00, 0.02, 0.62, 0.00, 32.00, 1.00
0.25, 1.00, 0.04, 0.35, 0.00, 2.00, 2.00
0.20, 0.83, 0.02, 0.33, 0.00, 3.00, 2.00
0.18, 0.67, 0.02, 0.38, 0.00, 4.00, 2.00
0.00, 0.50, 0.02, 0.46, 0.00, 5.00, 2.00
0.25, 0.33, 0.03, 0.38, 0.00, 6.00, 2.00
0.21, 0.17, 0.04, 0.31, 0.00, 7.00, 2.00
0.33, 0.00, 0.04, 0.35, 0.00, 8.00, 2.00
0.00, 0.17, 0.01, 0.50, 0.00, 9.00, 2.00
0.25, 0.33, 0.04, 0.52, 0.00, 10.00, 2.00
0.22, 0.50, 0.01, 0.32, 0.00, 11.00, 2.00
0.40, 0.67, 0.04, 0.38, 0.00, 12.00, 2.00
0.20, 0.83, 0.01, 0.42, 0.00, 13.00, 2.00
0.50, 1.00, 0.04, 0.43, 0.00, 14.00, 2.00
0.07, 1.00, 0.06, 0.46, 0.00, 2.00, 3.00
0.13, 0.80, 0.05, 0.43, 0.00, 3.00, 3.00
0.00, 0.60, 0.06, 0.53, 0.00, 4.00, 3.00
0.00, 0.40, 0.03, 0.49, 0.00, 5.00, 3.00
0.20, 0.20, 0.05, 0.50, 0.00, 6.00, 3.00
0.20, 0.00, 0.04, 0.58, 0.00, 7.00, 3.00
0.12, 0.20, 0.06, 0.49, 0.00, 8.00, 3.00
0.06, 0.40, 0.05, 0.49, 0.00, 9.00, 3.00
0.14, 0.60, 0.04, 0.41, 0.00, 10.00, 3.00
0.10, 0.80, 0.05, 0.48, 0.00, 11.00, 3.00
0.08, 1.00, 0.06, 0.42, 1.00, 12.00, 3.00
0.18, 1.00, 0.02, 0.47, 0.00, 2.00, 4.00
0.20, 0.87, 0.05, 0.40, 1.00, 3.00, 4.00
0.15, 0.73, 0.02, 0.56, 0.00, 4.00, 4.00
0.05, 0.60, 0.05, 0.59, 0.00, 5.00, 4.00
0.00, 0.47, 0.01, 0.48, 0.00, 6.00, 4.00
0.00, 0.33, 0.04, 0.48, 0.00, 8.00, 4.00
0.18, 0.20, 0.04, 0.37, 0.00, 9.00, 4.00
0.22, 0.07, 0.05, 0.40, 0.00, 10.00, 4.00
0.09, 0.07, 0.04, 0.37, 0.00, 11.00, 4.00
0.22, 0.20, 0.04, 0.35, 0.00, 12.00, 4.00
0.13, 0.33, 0.05, 0.41, 1.00, 13.00, 4.00
0.00, 0.47, 0.02, 0.56, 0.00, 14.00, 4.00
0.17, 0.60, 0.02, 0.53, 0.00, 15.00, 4.00
0.00, 0.73, 0.01, 0.56, 0.00, 16.00, 4.00
0.00, 0.87, 0.05, 0.52, 0.00, 18.00, 4.00
0.00, 1.00, 0.02, 0.62, 0.00, 19.00, 4.00
0.14, 1.00, 0.03, 0.43, 0.00, 2.00, 5.00
0.07, 0.90, 0.03, 0.40, 0.00, 3.00, 5.00
0.18, 0.81, 0.03, 0.56, 0.00, 4.00, 5.00
0.00, 0.71, 0.02, 0.46, 0.00, 5.00, 5.00
0.29, 0.62, 0.01, 0.38, 0.00, 6.00, 5.00
0.20, 0.52, 0.01, 0.56, 0.00, 7.00, 5.00
0.09, 0.43, 0.03, 0.43, 0.00, 8.00, 5.00
0.00, 0.33, 0.01, 0.54, 0.00, 9.00, 5.00
0.10, 0.24, 0.03, 0.38, 0.00, 10.00, 5.00
0.15, 0.14, 0.01, 0.39, 0.00, 11.00, 5.00
0.00, 0.05, 0.03, 0.60, 0.00, 12.00, 5.00
0.00, 0.05, 0.02, 0.37, 0.00, 13.00, 5.00
0.10, 0.14, 0.01, 0.46, 0.00, 14.00, 5.00
0.11, 0.24, 0.01, 0.53, 0.00, 15.00, 5.00
0.00, 0.33, 0.01, 0.53, 0.00, 16.00, 5.00
0.00, 0.43, 0.02, 0.50, 0.00, 17.00, 5.00
0.00, 0.52, 0.01, 0.59, 0.00, 18.00, 5.00
0.00, 0.62, 0.03, 0.48, 0.00, 19.00, 5.00
0.00, 0.71, 0.00, 0.64, 0.00, 20.00, 5.00
0.00, 0.81, 0.00, 0.62, 0.00, 21.00, 5.00
0.00, 0.90, 0.02, 0.46, 0.00, 22.00, 5.00
0.05, 1.00, 0.02, 0.53, 0.00, 23.00, 5.00
0.10, 1.00, 0.03, 0.37, 1.00, 2.00, 6.00
0.11, 0.91, 0.03, 0.45, 1.00, 3.00, 6.00
0.07, 0.82, 0.03, 0.35, 1.00, 4.00, 6.00
0.00, 0.73, 0.01, 0.53, 0.00, 5.00, 6.00
0.09, 0.64, 0.03, 0.55, 0.00, 6.00, 6.00
0.33, 0.55, 0.03, 0.35, 1.00, 7.00, 6.00
0.12, 0.45, 0.03, 0.48, 0.00, 8.00, 6.00
0.00, 0.36, 0.03, 0.51, 0.00, 9.00, 6.00
0.00, 0.27, 0.01, 0.39, 0.00, 10.00, 6.00
0.19, 0.18, 0.03, 0.45, 1.00, 11.00, 6.00
0.14, 0.09, 0.03, 0.39, 0.00, 12.00, 6.00
0.14, 0.00, 0.03, 0.36, 1.00, 13.00, 6.00
0.11, 0.09, 0.03, 0.29, 0.00, 14.00, 6.00
0.08, 0.18, 0.03, 0.40, 0.00, 15.00, 6.00
0.12, 0.27, 0.03, 0.30, 1.00, 16.00, 6.00
0.08, 0.36, 0.03, 0.38, 0.00, 17.00, 6.00
0.00, 0.45, 0.01, 0.42, 1.00, 18.00, 6.00
0.00, 0.55, 0.01, 0.60, 0.00, 19.00, 6.00
0.13, 0.64, 0.03, 0.44, 1.00, 20.00, 6.00
0.00, 0.73, 0.01, 0.53, 0.00, 21.00, 6.00
0.15, 0.82, 0.03, 0.37, 0.00, 22.00, 6.00
0.17, 0.91, 0.03, 0.40, 0.00, 23.00, 6.00
0.07, 1.00, 0.03, 0.44, 0.00, 24.00, 6.00
0.33, 1.00, 0.01, 0.63, 0.00, 2.00, 7.00
0.11, 0.98, 0.01, 0.55, 0.00, 3.00, 7.00
0.00, 0.96, 0.01, 0.77, 0.00, 4.00, 7.00
0.10, 0.94, 0.01, 0.62, 0.00, 5.00, 7.00
0.00, 0.91, 0.02, 0.51, 0.00, 6.00, 7.00
0.00, 0.89, 0.01, 0.00, 0.00, 7.00, 7.00
0.00, 0.87, 0.01, 0.92, 0.00, 9.00, 7.00
0.00, 0.85, 0.01, 0.44, 0.00, 10.00, 7.00
0.00, 0.83, 0.02, 0.72, 0.00, 11.00, 7.00
0.00, 0.81, 0.01, 0.84, 0.00, 12.00, 7.00
0.14, 0.79, 0.01, 0.43, 0.00, 13.00, 7.00
0.00, 0.77, 0.02, 0.56, 0.00, 14.00, 7.00
0.00, 0.74, 0.01, 0.60, 0.00, 15.00, 7.00
0.00, 0.72, 0.01, 0.74, 0.00, 16.00, 7.00
0.00, 0.70, 0.00, 0.77, 0.00, 17.00, 7.00
0.00, 0.68, 0.01, 0.68, 0.00, 18.00, 7.00
0.00, 0.66, 0.00, 0.83, 0.00, 19.00, 7.00
0.00, 0.64, 0.01, 0.84, 0.00, 20.00, 7.00
0.00, 0.62, 0.00, 0.84, 0.00, 21.00, 7.00
0.00, 0.60, 0.01, 0.59, 0.00, 22.00, 7.00
0.00, 0.57, 0.02, 0.75, 0.00, 23.00, 7.00
0.00, 0.55, 0.01, 0.37, 0.00, 24.00, 7.00
0.00, 0.53, 0.00, 0.76, 0.00, 25.00, 7.00
0.00, 0.51, 0.01, 0.91, 0.00, 26.00, 7.00
0.00, 0.49, 0.00, 1.00, 0.00, 27.00, 7.00
0.00, 0.47, 0.02, 0.44, 0.00, 28.00, 7.00
0.00, 0.45, 0.01, 0.79, 0.00, 29.00, 7.00
0.00, 0.43, 0.01, 0.76, 0.00, 30.00, 7.00
